Question ID,Question,RAG Answer,Reference Answer,LLM Model,Embedding Model,Chunk Size,Context Quality (1-5),Answer Relevance (1-5),Answer Correctness (1-5),Faithfulness to Context (1-5),Notes
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"Die Errichtung eines Werkzeugschuppens dieser Größe bedarf wahrscheinlich einer Genehmigung gemäß den Wiener Bauvorschriften.
","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","Nein, dieser Bau ist gemäß den vorliegenden Texten nicht zulässig, da die unterirdische Fläche größer ist als die oberirdische.
","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","Ja, für die Straßenabtragung steht Ihnen grundsätzlich eine Entschädigung zu.
","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Nach Fertigstellung muss das Schwimmbad bei der zuständigen Behörde ordnungsgemäß angemeldet und geprüft werden.
","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Nach Fertigstellung ist die Anlage der Behörde zur Begutachtung vorzustellen und zu melden.
","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,4,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,Der Text enthält keine Informationen über Gebäudehöhen in Bauklasse I in Wien.,"1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"Die maximale Dachneigung in Gartensiedlungsgebieten in Wien beträgt 25 Grad.
",2. Die maximale Dachneigung beträgt 25 Grad.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"Der Text definiert Einkaufszentren nicht explizit, sondern erwähnt sie nur im Kontext von Bebauungsplänen in Erholungsgebieten.","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"Keller und Grundmauern dürfen bis zu 0,5 Meter vor die Baulinie oder Straßenfluchtlinie hervorragen.
",4. Laut §83 1 a dürfen sie 20cm hervorragen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"Nein, für Bauwerke über 26 Metern ist kein vereinfachtes Baubewilligungsverfahren zulässig.
","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,Dieser Text enthält keine Informationen über Fensterabstände zu Nachbargrundstücken.,6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"Die Errichtung eines solchen Schuppens bedarf wahrscheinlich einer baurechtlichen Bewilligung in Wien.
","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","Der Bau ist grundsätzlich zulässig, solange die Bauordnung und die Flächenausnutzung eingehalten werden.
","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","Ja, Sie haben Anspruch auf eine angemessene Entschädigung für die Grundstücksabtretung.
","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Nach Fertigstellung ist die Anlage bei der zuständigen Behörde zu melden und zu bestätigen.
","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Nach Fertigstellung muss das Schwimmbad bei der zuständigen Behörde angemeldet werden.
","11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,8,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"Der Text enthält keine Informationen zur maximalen Gebäudehöhe in Wien für Bauklasse I.
","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"Der Text enthält keine Informationen zur maximal zulässigen Dachneigung in Wiener Gartensiedlungsgebieten.
",2. Die maximale Dachneigung beträgt 25 Grad.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"Die Bauordnung der Stadt Wien definiert Einkaufszentren nicht explizit, behandelt sie aber als Sondergebiete mit spezifischen Bestimmungen.
","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"Keller und Grundmauern dürfen bis zu einem Meter hervorragen.
",4. Laut §83 1 a dürfen sie 20cm hervorragen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"Nein, aufgrund der Höhe von 30 Metern ist ein vereinfachtes Baubewilligungsverfahren ausgeschlossen.
","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"Dieser Textabschnitt enthält keine Informationen über Fensterabstände zu Grundstücksgrenzen.
",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"Ein Werkzeugschuppen dieser Größe könnte auf einem als Baufläche gewidmeten Grundstück in Wien errichtet werden, benötigt aber eine Genehmigung.
","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","Der Bau ist zulässig, solange die Flächenwidmungs- und Bebauungspläne eingehalten werden.
","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","Ja, für die Straßenabtretepflicht steht Ihnen grundsätzlich eine Entschädigung zu.
","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
10,10. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 50 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,"Nach Fertigstellung ist eine Fertigstellungsanzeige bei der zuständigen Baubehörde einzureichen.
","10. Ein Schwimmbad mit 50m³ (vorausgesetzt die anderen Anforderungen sind auch erfüllt: Abstand von mindestens 3 m von Nachbargrenzen sowie oberste Abschluss des Beckens nicht mehr als 1,50 m über dem angrenzenden Gelände) braucht nach §62a Z 22 keine Bewilligung, daher auch keine Fertigstellungsanzeige nach §128 Abs 1.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
11,11. Ich habe ein Schwimmbad auf meinem Grund errichtet mit 65 m³ Rauminhalt. Was ist nach der Fertigstellung der Bauarbeiten zu tun?,Nach Fertigstellung muss das Schwimmbad bei der zuständigen Behörde angemeldet werden.,"11. Bei einem Schwimmbad mit über 60 m² greift die Ausnahme §62a Z 22 nicht mehr, daher Fertigstellungsanzeige nach §128.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,16,,,,,
1,1. Wie hoch darf ein Gebäude in Bauklasse I gemäß Artikel IV in Wien sein?,"Gebäude der Bauklasse I in Wien dürfen maximal 35 Meter hoch sein.
","1. Ein Gebäude in Bauklasse I darf maximal 7,50 Meter hoch sein.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,,,,,
2,2. Welche maximale Dachneigung ist in Gartensiedlungsgebieten zulässig in Wien?,"Die maximale Dachneigung in Wiener Gartensiedlungsgebieten beträgt 38 Grad.
",2. Die maximale Dachneigung beträgt 25 Grad.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,,,,,
3,3. Wie lautet die Definition von Einkaufszentren nach der Bauordnung der Stadt Wien?,"Der Text enthält keine Definition von Einkaufszentren gemäß der Bauordnung der Stadt Wien.
","3. Einkaufszentren sind Bauvorhaben mit Räumen, die überwiegend für das Ausstellen und den Verkauf von Waren beziehungsweise für das damit im Zusammenhang stehende Erbringen von Dienstleistungen bestimmt sind, soweit die Fläche dieser Räume zusammen mehr als 1.600 m², im „Gemischten Baugebiet – Betriebsbaugebiet“ mehr als 1.000 m² beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,,,,,
4,4. Wie weit dürfen Keller- und Grundmauern vor der Baulinie oder Straßenfluchtlinie hervorragen?,"Keller und Grundmauern dürfen bis zu einem Meter hervorstehen.
",4. Laut §83 1 a dürfen sie 20cm hervorragen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,,,,,
5,5. Mein Bauwerk überschreitet die Höhe von 26m mit einer Bauhöhe von 30m. Kann ich dafür ein vereinfachtes Baubewilligungsverfahren erhalten?,"Nein, für Bauwerke über 26 Metern ist kein vereinfachtes Baubewilligungsverfahren möglich.","5. Nein, laut §70a Vom vereinfachten Baubewilligungsverfahren ausgenommen sind:9. Bauwerke, deren Höhe 26 m überschreitet;",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,,,,,
6,6. Wie viel Abstand muss zwischen meinem Fenster und den Grenzen des Nachbagrundstücks sein?,"Der Text enthält keine Informationen über Mindestabstände von Fenstern zu Grundstücksgrenzen.
",6. §79 Abs 2: Der Abstand muss 2 meter von der Grenze sein außer bei öffentlichen Erholungsflächen.,gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,,,,,
7,7. Darf ich in Wien einen Werkzeugschupppen auf meinem als Baufläche gewidmeten Grundstück errichten. Der Schuppen soll 2 mal 3 Meter groß und 2 Meter hoch werden.,"Die Errichtung eines solchen Schuppens bedarf wahrscheinlich einer Baubewilligung in Wien.
","7. Nein, das darfst du nicht, weil §62a Abs 1 Z 5 WBauO.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,,,,,
8,"8. Ich möchte auf einem Grundstück der Bauklasse I ein Haus bauen. Das Haus hat an der Oberfläche einen Grundriss von 250 m², unterirdisch wird jedoch ein großer Weinkeller mit 360 m² Grundriss gebaut. Ist dieser Bau zulässig?","Dieser Bau ist grundsätzlich zulässig, solange alle weiteren Bauvorschriften eingehalten werden.","8. Mit 250 m² sind wir nach §76 Abs 10 noch in der maximalen Bebauung in der Bauklasse 1, der Keller zählt nach §80 nicht dazu, wäre aber oberirdisch zu groß",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,,,,,
9,"9. Ich habe auf meinen Grundstück einen Bauplatz bewilligen lassen. Die Stadt Wien sagt, ich muss davon einen Teil abtreten, um den Ausbau der Straße zu ermöglichen. Bekomme ich dafür eine Entschädigung?","Ja, Sie haben Anspruch auf eine angemessene Entschädigung für die Grundstücksabgabe zur Straßenverbreiterung.
","9. Nach §17 BauO besteht eine Verpflichtung zur Abtretung von ""nach Maßgabe der Baulinien zu den Verkehrsflächen entfallenden Grundflächen bei beiderseitiger Bebauungsmöglichkeit bis zur Achse der Verkehrsfläche, bei einseitiger Bebauungsmöglichkeit bis zur ganzen Breite der Verkehrsfläche, in beiden Fällen aber nur bis zu 20 m, senkrecht zur Baulinie und von dieser aus gemessen"" bei Schaffung von neuen Bauplätzen. Dieser Übertrag ist lastenfrei und entgeltlos durchzuführen, soweit nach Abs 5 die Abtretung nicht mehr als 30 % der Fläche beträgt.",gemma3:27b,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,32,,,,,
